"GeneSymbol"	"C1_raw"	"C3_raw"	"C4_raw"	"C7_raw"	"C8_raw"	"A9_raw"	"A10_raw"	"A11_raw"	"A12_raw"	"A14_raw"	"A15_raw"	"A16_raw"	"A17_raw"
"FBXO32"	962	618	1434	1011	921	656	717	1061	1171	911	961	1161	781
"TMEM123"	1795.355947	1002.983193	1749.166847	1993.953927	1320.831925	2052.109257	1636.08201	1860.516297	2733.480836	3314.966494	2639.482421	2303.895861	1350
"C5orf26"	98	62	160	207	150	121	137	122	138	166	154	219	70
"C8orf40"	269	183	372	518	361	254	280	266	366	385	316	490	170
"GPRASP2"	2231	1421	2419	5360	3552	2732	2707	2343	2112	2872	2392	4858	1231
"MRFAP1L1"	1072	711	1457	2203	1484	1160	970	1216	1299	1473	1293	2109	743
"TSGA13"	17	14	40	43	19	23	36	33	28	30	27	49	18
"PTPMT1"	52	42	104.0155771	164.1767383	134.0086938	73	57.09206472	63.61333624	92.00469996	119.4427711	108.3975904	140.0064758	63.00164493
"FLYWCH2"	189	176	250.6374367	401	225.7086557	134	126.0155933	191	239	335	330	326.8407759	174
"WDR31"	150	111	185	242	149	103	177	129	195	270	152	233	107
"VASN"	149	125	207	137	152	75	131	124	353	499	196	297	218
"ZNF618"	275.7377987	265	380	333	264	220	243	355	373.0006786	320	360	440	321
"C6orf150"	39	15	24	32	27	10	24	24	56	44	55	54	21
"SLC26A9"	53	14	88	58	61	50	39	76	91	58	66	47	57
"NT5C3L"	625	539.9459459	1167.96034	1352.888486	856.9084769	672.1214678	652.0641353	786.386354	746.200791	735.0456676	729.1347736	1108.023348	438
"CCDC124"	217	233	413	462	365	189	194	256	261	330	414	466	230
"CCDC5"	115	115	159	191.8401098	106.2586648	169	130	158	187.7628918	187	150	160.0585301	107
"SLC26A7"	20	26	26	47	23	30	35	35	31	26	53	47	18
"3-Mar"	78	44	81	107	66	51	64	110	157	147	123	149	86
"ZNF554"	258	192	225	407	317	293	237	263	331	346	316	460	135
"ATG4A"	169	127	286	305.001162	167.210394	230	158	257.8966959	243.7125025	287	229	275	147
"KCTD12"	1592	684	1250	1914	1936	1369	1572	1920	2597	1810	2173	3825	1863
"OMA1"	509	490.9134796	1145	851.9864566	590	649	567	993	930.0406917	1045	638.8852459	1109	525
"DDIT4L"	108	93	184	200	53	90	127	181	157	247	191	152	149
"RAB42"	1	5	5	3	2	2	6	5	8	8	6	8	3
"SLC25A26"	626.8816614	508.8281898	838.9305493	1319.688323	845.6315261	587.5207991	678.8187221	572.9942326	1029.917133	780.8227946	1076.196362	1314.709939	501.7136553
"FBXO17"	111	124	279	244	247	122	149	178	198	220	197	276	158
"PCMTD1"	1709.207731	970.96875	1999	2765.164434	1705.005005	1745.002768	1384.082231	1925.988372	1967.952194	2192.173051	1936	2809.025961	1295
"GPR146"	95	54	152	108	64	66	56	109	74	115	108	168	121
"FCRL1"	14	0	0	0	0	0	0	0	0	0	0	0	0
"FCRL3"	0	3	0	3	2	1	0	0	0	1	3	0	0
"LRRC42"	221	103	327	347	211	203	172	238	307	286	269	386	154
"GBP4"	154	157	308	484	73	153	172	176	203	486	358	625	193
"GBP5"	18	10	19	38	20	16	8	19	21	55	53	95	26
"LRRC56"	54	78	86	91	51	36	41	87	93	83	128	129	90
"C7orf30"	212	123	288	338	238	157	168	217	229	320	194	381	127
"UHRF2"	1480	892	1770	1842	1259.77873	1133	1245.007007	1559	1721.910714	1774.13297	1505.006898	2180	934.0259955
"ZNF689"	117	121	254	220	172	109	143	172	188	224	182	237	145
"FCHO2"	1724	1143.02007	1893	2341.578712	1760	1437.067913	1581	1616.023628	2065.092488	2284	2202.755262	2303	1237
"GEFT"	1573	1472	2892.832819	3985.015734	2835.871574	1771.910192	1415	2793.938423	1762	2230	1678	3786.849722	1376
"ZNF501"	189	98	145	236	145	118	169	109	248	162	221	224	89
"FAM46B"	15	16	30	18	30	9	17	14	14	25	22	28	10
"SLC5A11"	743	286	1957	1144.874219	331.7163729	935	606.0258269	2059	576	1017.002248	727	607.7861638	913
"TNFRSF13C"	14	8	24	5	12	11	7	20	11	13	20	7	11
"TTC6"	21	19	22	63	61	12	32	41	25	31	33	37	13
"NOSTRIN"	287	252	276	261	305	196	163	203	373	349.0277884	242.4069993	448	258
"ALPK2"	2	4	6	2	7	1	1	8	3	4	1	4	0
"SNX26"	513	916.1119526	1129	1256	679	409	450	889.1282904	1109.984127	1172	1243.061516	1227	839
"EVI5L"	1287	1361	2615	2787	1637	1345	1063	1800	2014	2158	2206	2626	1427
"C14orf172"	177	191	337	378	259	176	170	259	372	383	390	414	197
"RASGRP4"	50	66	101	71	43	35	45	85	83	68	78	74	62
"C12orf56"	21	24	16	21	15	13	17	21	26	32	22	17	17
"DIS3L"	1262	1096.9375	1962	2411.397914	1490.973157	1357	1248.059241	1724	1732	1908	1596.091608	2115	984
"ARL11"	10	3	14	3	5	4	13	13	16	7	11	14	11
"C3orf24"	15	5	19	15	13	13	23	10	22	17	13	9	3
"IQCD"	34	33	74	48	22	36	25	65	45	39	58	75	35
"DHRS1"	128	119	152	257	146	135	127	136	175	160	191	214	128
"WDFY2"	702	582	970	847	543	616	523	826	1073	1024	782	895.5640851	618
"RAB3C"	1392	955	2357	3135	2042	1709	1348	1954	1488	1998	1159	2891	779
"NXNL1"	3	4	8	7	6	4	2	2	6	4	5	4	4
"CTHRC1"	50	26	79	94	59	45	45	71	60	51	49	68	39
"C16orf42"	538	427	855.1265395	1027.5481	747.0207455	533.1933868	470.8878526	689.9571429	761.8243958	771.7793104	783.652113	992.7657653	485
"CCDC151"	56.00304516	59	164.0135291	112	54	54	33	130	96	74	63	136	87
"ZNF653"	109	168	241	237	214	105	135	192	237	230	198	303	122
"RNF166"	140	165	278	287	236	171	99	181	233	241	230	288	140
"C16orf75"	9	17	28	88	49	32	20	19	15	24	29	47	13
"OSR2"	4	2	0	0	2	0	1	0	1	2	0	2	0
"LRRC58"	1746	1068	1670	2506	1753	1875	1602	1979	2259	2429	2137	2808	1458
"LYSMD3"	442	296	418	734	499	505	417	523	624	656	590	881	375
"BATF2"	0	0	1	5	4	0	0	0	1	5	3	7	0
"SLC22A12"	2	2	2	0	6	1	2	1	1	1	3	0	4
"DNTTIP1"	286	217	371	403	265	351	281.0137625	300	393	441	365	447	198
"FOXP4"	300	428	528	538	378	306	293.0268037	459	419	636	654	657	356
"ZNF526"	95	93	168	178	117	110	65	187	133	195	165	200	106
"FMO9P"	0	0	2	0	1	0	0	0	0	1	0	2	0
"LRRC3B"	120	104	120	316	117	110	143	128	228	424	177	466	218
"KLHDC3"	3552.819357	2088.578422	5735.3608	9170.089463	5485.216761	3966.558977	3699.294091	3697.22424	3689.669696	4047.836264	3800.312999	7897.756148	2242.981479
"WDR92"	300	288	439	487	332	294	315	331	385	380	387	493	233
"NUS1"	545	318	442	976	705	567	583	569	661	720	517	1105	315
"C20orf108"	613	433	682	914	516	547	570	706	623	674	605	1000	437
"PHACTR3"	3030	2409.870968	4368	4652.089591	2743.945455	2843	2453	3118	3747.968872	4203	3683.035095	4091.098612	2574.063983
"CYYR1"	97	84	160	128	72	69	84	123	171.0247847	185	122	155	96
"CMTM5"	407	206	332.92	772	287	460	400	383.0182008	602.0126289	1056	990.0247221	519.0670711	326.441572
"TM4SF19"	7	5	11	9	4	8	8	4	7	8	6	9	4
"FAM122A"	296	190	306	494	355	285	266	319	350	357	367	452	240
"ZMYND19"	182	183	339	448	264	179	150	234	228	261	226	434	154
"FAM36A"	1348	722	1127	1570	1196	1107	1160	1348	1501	1553	1254.04532	1443	833
"LOC116236"	80	68	150	98	85	71	77	91	98	95	87	83	90
"TLCD1"	68	66	62	78	66	51	44	48	92	145	56	111	52
"C6orf72"	788	613.9333333	1019.309	848	693.5609559	828	567.0311054	934.9607843	1363.950187	1319.106543	856.5177942	1029.045427	646
"MOGAT1"	15	27	30	36	13	15	25	10	12	20	13	19	17
"ACSM1"	10	8	7	13	5	13	5	8	13	13	6	7	10
"C8orf34"	138	98	146	301	172	167	136	135	171	167	178	298	98
"PANX3"	8	9	8	11	8	6	9	3	7	7	4	8	4
"LOC116349"	41	42	34	92	64	38	43	21	49	54	86	69	21
"RBP7"	88	46	99	77	74	110	108	91	148	144	151	71	39
"SLC26A8"	205	192	251	305	195	120	106	125	254	229	186	246.7214032	153
"LYPD1"	152	115	199	376	157	150	116	226	177	205	210	213	174
"ZNF837"	5	20	12	15	13	9	2	13	30	23	7	11	13
"TM4SF18"	57	60	191	71	27	101	37	116	214	203	96	92	87
"RAB39B"	539	282	759	1025	776	613	574	680	574	722	481	1049	335
"GRIN3A"	428	276	653	1291	868	559	517	581	940	651	556	882	291
"GRIN3B"	25	39	63	93	57	40	44	42	39	57	71	84	26
"TOP1MT"	155	216	357	300	178	183	174	253	241	308	283	352	206
"OLIG1"	790	494	711	1001	683	591	543	869	1447	1105	1193	791	731
"MIST"	2	1	0	2	0	3	2	4	1	4	2	2	0
"TSEN15"	544	270.6532464	636	854.9723461	473.1408375	513.007591	469.0913007	578.8565135	639.3398196	706.0064783	522.4898571	779.257701	340
"FAM129A"	180	114	129	141	108	101	275	177	271	244	270	381	183
"MRGPRD"	0	2	1	0	1	1	1	3	0	3	1	0	3
"APOA5"	1	1	0	2	0	0	0	0	0	1	0	1	0
"MRGPRE"	4	4	1	4	2	2	4	2	0	6	5	7	1
"MRPL53"	197	159	301	362.8761631	244	160	134	277	246	366	344.2118152	412	158
"MRPL54"	168	100	239	471	272	169	138	201	232	218	269	356	171
"DYSFIP1"	1	3	8	6	3	1	4	5	8	9	4	5	4
"RPL39L"	36	37	86	91.74737172	43.67113652	48	54.85874932	47	49	51	77	101.9473684	36
"HSPA12B"	67.00259286	91	113	135	92	50	82	96	127	143	168	176	85
"CNTROB"	344	296	665	678	494	368	414	482	578	668	600	718	332
"C1orf142"	705	648	1151	1741	1324	784	700	1001	994	1240	998	1918	755
"LEAP2"	20	14	26	37	29	26	26	33	26	18	15	39	24
"C6orf192"	1497.921053	1018.062763	1556.945804	1662.927982	1639.184995	1389.062832	1577.08365	1255.99989	1980.954939	1941	1432.653113	1812.969619	1228
"LRG1"	4	2	12	2	6	1	2	5	6	4	8	16	7
"MED12L"	2502	2381	3765	4706	3779	2632	2916	2664	2903	3473	3079	4883	2110
"WDR17"	3979.026023	3044	4309	7387	5092.03888	4208.013004	3880	3561	4804.02309	5245	4443.051776	7259.006149	2601
"ART5"	1	1	0	0	0	0	1	2	3	1	1	4	1
"CENTB5"	2465	3170	4975.442135	5091	3267.604351	2167.840586	1996.625966	3529.360734	3981.040598	3845	4217.599929	4792.029117	3462
"CENTD1"	15412	8155	15197	15817	9304	13171	9254	13066	20057	15619	13053	16083	8526
"CENTD2"	1433	1331	2613	2509	1597	1287	1033	2158.002134	2447.018003	2330	2399.17819	2714	1677
"CENTG1"	5463	6609	8411	10431	7772	4067	3693	5748	6666	8492	8000	9758	5565
"CENTG2"	3868.006161	2964	5666.002641	5648.002461	4007.021749	3372.000705	2808.000338	5289.519553	4774	5058.000808	5085.00045	6011.5122	3650
"CENTG3"	2242	2311	3935	4417	3294.022319	1846	2019	3361	2952	3480	3410	4957	2737
"TADA1L"	589	348	766	1092	822	652	626	569	711	812	703	1015	427
"CATSPER1"	2	0	4	4	1	2	2	6	2	0	8	2	2
"THEM4"	185.5714286	162	233	287	190	175	153	198	188	263	191	255	134
"MIA2"	1	0	1	1	7	1	0	1	0	1	6	5	0
"DACH2"	586	298	620	1189	1025	675	543	523	592	671	574	1233	281
"CATSPER2"	603	629.0005125	630	603	432.1669362	397	442.1346661	482	546	622	560.0325833	673.0623546	426
"SH2D1B"	57	26	73	23	62	31	29	56	64	46	26	103	40
"DCD"	1	1	0	2	0	1	1	0	5	2	0	0	0
"WFIKKN1"	58	41	108	77	57	78	54	60	93	77	56	95	50
"RAB3IP"	1691	1123.074959	1983.182251	2915.0673	1654.047759	1602	1417.068962	1818	1887.079596	1961	1781	2960.057322	1117
"SSX2IP"	3932	2858	4771	8618.001888	6159	4732	3466.008988	4713	4516	5370	4125.496113	7829	2812
"MRGPRX3"	0	1	0	0	0	1	0	0	2	0	0	1	0
"HRASLS5"	62	24	54.6	129	63.00089934	46	56	43	55.00111566	93.00202636	62	99	41
"FTSJ3"	550	399	1004	982	606	718	599	593	691	631	594	870	473
"SLC16A10"	83	80	75	128	101	77	69	81	103	98	133	137	61
"GALNTL2"	1611	542	1431	1321	1079	1701	1331	1344	2136	1897	1858	3120	1496
"IHPK3"	342	95	476	160	177	260	92	380	469	193	197	122	208
"TAGAP"	113	115	159	225	117	132	183	162	184	161	238	253	136
"TMC1"	30	37	33	64	57	36	74	48	73	69.19571439	72	57	31
"TMC2"	57	59	75	37	67	26	44	56	51	62	46	53	40
"PARD3B"	417	333	534	543	353.0014845	307	405	392	668	609	529	596.0047017	482
"RFFL"	1544.684344	732.8873626	1606.978565	1660.13223	1128.969089	1414.915566	1163.792045	1671.728484	1804.903793	2015.009846	1857.880882	1884.709663	1171
"ZNF354B"	349	307	442	509	356	363	348	415	533	539	491	567	305
"TRIM6"	15	3	12	13	13	5	9	16	12	27	37	28	10
"UBE2J2"	364.9105129	340	569.9491161	752.3541774	445.7746773	310	407.9207142	438.0839711	576.9387693	582	530	722.8746026	360
"LOH12CR1"	526	412	658	966	656.5494864	598	570	490	715	829	729.0442403	843.0457806	384
"OLFM3"	1866	1065	2007	4883	2810	1912	1655	1631	1498	1966	1540	3114	934
"ANTXR2"	207	153	282	264	174	225	223	256	301	285	199	284	247
"MUCL1"	3	0	4	4	7	4	2	2	0	0	0	9	1
"RPL29P2"	1	1	0	0	3	1	0	0	2	4	0	0	0
"RPL23AP7"	251	78	238	108	90	77	44	122	75	161	145	117	86
"GPR62"	209	99	316	250	130	246	145	287	279	298	318	222	197
"EXOSC6"	521	354	846	747	690	508	431	504	664	783	773	1062	478
"PRAP1"	11	5	10	9	11	2	3	7	5	3	3	13	0
"ZNF511"	180	138	344	349	233	181	170	275	283	256	267	346	247
"CHCHD1"	48	22	59	84	56	53	43	59	58	61	59	69	34
"ZMYND17"	116	107	127	132	121	71	72	91	138	96	98	155	74
"TTC18"	427	540.7777778	681.061234	671	546.003163	454.8	670.0024065	420	653.2164891	726.3728027	763.0711794	759.4507773	478
"C10orf90"	802	343	996.5086663	715.0014412	434	707.3759594	427	1036	1088	898	878	613	667.0243643
"BTBD16"	83	11	45	69	52	78	37	17	56	115	87	36	37
"FAM24A"	2	0	0	2	0	0	0	5	1	0	0	1	0
"PSTK"	115	61	155	226	161.0381921	125	129	152	148.0030714	167	165	215	90
"ZNF488"	505	202	598	420	437	445	291	621	478	335	591	522	333
"PIK3AP1"	144	81	263	108	139	122	196	263	436	165	274	433	271
"MORN4"	366	308	564	679.8661625	407	460	365	422	410	453	436	791	207
"ZFYVE27"	1292	839	1795.101299	2226.745465	1622.408156	1064.00325	1171.030827	1261.992663	1343.174978	1641.066091	1483.884569	2322.096522	889.7968541
"MMP21"	15	8	13	20	23	13	12	18	14	17	14	9	15
"COMTD1"	31	53	88	78	57	56	47	61	74	89	91	115	45
"C10orf4"	1205	1148	1094	2149	1003	1253	1304	1148	1248	1600	1244	1693	770
"ANKRD22"	11	0	4	0	9	3	12	17	45	18	21	29	16
"SFXN2"	97	114	123	142.1576159	88	69	112	128	162	172	170	167	112
"PDZD8"	1588	1041	1878	2425	1879	1607	1452	1987	1997	2376	1661	2381	1148
"CTGLF1"	42	3	47	50	43	48	24	58	49	53	36	99	45
"C10orf32"	567	309	499	1258	828	558	634	357	696	638	532	958	263
"NUDT9P1"	32	42	22	36	24	26	28	22	28	33	35	39	19
"KIAA1975"	136	125	157	194	188	114	202	85	154	205	232	275	158
"GSTO2"	186	85	230.1218042	243.5545227	147	79	99	108	220	195	203.3907113	232	49
"C10orf78"	123	59	110	169	102	140	146	110	174	230	170	185	81
"CLRN3"	9	2	6	10	2	1	5	1	6	0	3	7	3
"C10orf104"	693.9877301	440	1128.192115	985.989071	610	680.0740257	615.034796	964.9907407	817.0223566	844.1499138	815.9104172	1157.9688	579
"PNLIPRP3"	2	0	0	1	2	0	1	1	1	2	0	2	1
"SFXN4"	511.8676756	499	701	829.732346	515	525	580	711.9043875	617.8908743	759.9701493	597	843	351
"CPXM2"	119	52	93	63	61	67	49	128	50	83	107	134	38
"OR52E2"	2	1	0	0	1	1	1	0	2	3	2	1	0
"OR52J3"	0	0	0	2	0	0	1	1	0	0	0	1	0
"C11orf74"	506.1560241	386.8888889	693.8385687	897.1432989	487.8672832	471.7396863	456.8443353	457.0012459	610.8050255	632.8043946	511.7483505	839.8677652	351.0001518
"OR52K2"	2	0	0	1	1	1	2	0	3	2	3	9	2
"GYLTL1B"	1	5	3	4	5	0	4	5	5	1	0	8	1
"SLC36A4"	654	359	990	1176	856	956	847	762	851	1033	619	1156	421
"FAT3"	10310	7529	10987	16751	12129	8965	8060	9863	8744	10486	8177	16221	5561
"TMEM45B"	14	27	35	40	16	24	20	35	26	42	15	33	18
"CYP2R1"	258	177	286	359	255	280	288	250	380	376	335	354	174
"DBX1"	0	0	2	0	1	0	0	1	0	0	1	3	0
"CASP12"	1	2	8	5	0	1	2	9	6	5	5	1	3
"PIH1D2"	72	43	55	152	114	103	121	86	92	86	111	166	67
"FAM55A"	11	18	16	18	11	15	9	23	17	19	9	22	13
"AMICA1"	15	16.16135881	21	4	5	7	8	8	12	20	14	5	13
"DNAJC24"	483.0103886	329.5592729	572	858	541.5725832	569.2097698	488.0041786	547	635.0223935	746	564	823.4253679	338
"C11orf46"	663	449	700	1223	770	703	631	715	808	835	660	1226	470
"OR2D3"	14	5	11	11	13	9	9	15	19	12	32	17	14
"OR2D2"	8	21	12	19	10	8	7	10	21	8	21	11	9
"OR52W1"	9	8	6	14	11	5	3	16	4	9	7	11	4
"OR56A4"	1	2	0	3	1	0	1	3	1	3	1	2	2
"DEPDC4"	22	25	20	46	32	37	34	29	61	55	50	45	12
"LRRK2"	2670.107685	2219	3260.101808	5325.043294	2972	2614	2597.973333	2973.029279	3374	3932	3207	4382.523932	1881
"CCDC38"	24	22	19	23	64	34	41	22	48	36	15	19	13
"C12orf59"	6	4	8	23	11	13	13	11	14	7	16	6	6
"C12orf45"	187	128	198	354	233	194	165	198	225	242	250	285	96
"SDR-O"	4	14	18	8	12	11	1	3	8	6	7	19	8
"LRIG3"	389	236	463	344	181	345	311	288	577	507	411	372	313
"TMEM132D"	957	864	1538	2215	1419	906	898	980	963	1149	978	1800	728
"SLC15A4"	307	200	337.2153826	340.1050378	278.1397489	304	260	352	390	403	375.1982628	469.1011673	209
"RHEBL1"	81	81	94	215	89	79	74	58	79.002351	94	111.4265595	182	10
"C12orf54"	27	32	46	31	36	18	28	22	32	40	32	31	17
"ZNF641"	445	379.0115142	627	788.2469324	470	461	424	499	630	591	546	762	447
"OR10AD1"	18	22	15	41	31	16	18	12	22	28	16	28	11
"TPH2"	42	28	38	78	91	46	65	35	28	49	36	77	16
"SP7"	11	5	3	18	10	18	11	9	16	33	20	12	7
"GTSF1"	1	2	9	8	13	2	3	0	28	5	20	11	4
"NEDD1"	305.8014333	183	348.9148936	347	214	336.8823529	281	278	512	547	450	376	225
"IKIP"	65	34	66	55	42	35	46	78	68.00052843	73	62	97.21950975	45
"HIST4H4"	155	90	211	276	147	127	155	151	171	228	220	286	107
"ERP27"	3	1	4	7	11	11	8	5	5	7	4	5	5
"FGD4"	1376	1067	1502	1594.00342	1273.011587	1348	1197	1580	1808.874689	1743.834862	1561.007375	1813.0199	1125
"AEBP2"	1627	1188	1792	2891.875486	1977.946524	1891.954887	1797.942857	1902.975709	2050	2161	1874.847104	2933.979866	1239
"BTBD11"	449	271	580	1102	634	512	449	560	413	631	501	795	290
"ANO4"	1849	1024	2074	2696	1389	1588	1155	1617	2182	2340	2105	1979	1024
"ALKBH2"	95	45	143	165.0040379	148	116	99	135	177.006072	166	139	186	74
"FOXN4"	4	0	2	1	10	0	0	5	6	3	1	12	4
"UNQ1887"	1252.028182	790.8657626	1407	1923.206024	1432	1020	1183.101044	1400.923718	1517	1498.112959	1207	1650	854
"C13orf16"	63.6266587	66	94	118.0405105	59	39	37	97.03126865	78.93333333	92.0041745	57	136	75
"CSNK1A1L"	118	65	147	133	111	101	88	105	128	137	107	152	75
"RXFP2"	5	4	11	19	11	9	13	15	9	14	9	7	10
"C13orf26"	32	15	44	74	30	26	22	30	34	54	54	75	33
"SLAIN1"	4371	2268.615076	5047	5743	3533	4760	3382	5204	7528.995381	8414.994083	6297	5269	3810
"TDRD9"	165	213	183	190	381	80	115	705	236	83	199.0019196	269	70
"ANKRD9"	187	256	443	385	236	178	152	326	315	299	213	394	266
"AK7"	76	50	90	128	124	113	77	68	82	146	74	138	59
"FAM14B"	128.8027242	126.8510394	203	268	248.9579498	240.9230201	179.9430617	138.9239428	165	242.9518263	188.0258912	288	114
"C14orf28"	144	87	114	221	137	144	143	121	191	218	175	147	106
"TRAPPC6B"	1545.625841	1039	1767	3302	1936.825695	1923.327203	1807.943372	1636.018783	1827	2012	1538.32176	2990.67994	889
"C14orf79"	168	99	174	234	261	133	184	96	138	225	238	222	107
"PLD4"	131	66	148	88	105	118	114	181	231	137	303	193	192
"ADSSL1"	129	88	155	110	119	119	119	92	129	185	170	160	74
"TPPP2"	2	2	0	6	4	1	1	1	3	1	6	3	2
"RNASE8"	2	0	1	2	0	0	0	0	1	1	0	0	1
"MRPL52"	315	207	451.8730356	608.8734665	323.630345	293.9108214	293.9245283	421.8119658	400.9210526	517	376.7813214	581.9201795	282
"PSMB11"	1	0	0	2	0	0	0	0	0	2	2	2	0
"OR11H6"	1	0	0	0	0	0	2	0	1	0	1	3	0
"PPIL5"	23	28.75	45	48	32	47	50	45	32	44	39	78	26
"KLHDC1"	873.9515277	591.9259368	1081.963444	1115.944649	843.9151509	936	877	853	1130.061412	1213	1238.946974	1234.897566	613
"FRMD6"	597	441	483	1083	806	437	605	481	600	473	677	927	394
"SOCS4"	1041	651	923	1466	1067	1015	853	1128	1319	1441	1234	1616	809
"NAT12"	1278.953253	682	1274	2355.105953	1625.888863	1249.010322	1210.931034	1287.966102	1291.962252	1527	1337.918927	2303.222215	752
"GPHB5"	1	1	1	1	0	1	0	2	2	0	0	1	0
"C14orf148"	35	18	27	33	18	18	17	23	27	28	46	48	14
"JDP2"	227	194	417	473	290	200	205	346	298	322	285	457	219
"ISCA2"	163	90	301.96	321	191	188	218.0233491	292.9953542	235.0330103	270.0245976	215	335.8235943	130
"ACOT4"	72	68	104	132	83	59	66	69	62	124	77	113	62
"TTC8"	771.9231853	523.9029342	702.0340276	1160.867528	923.9289527	703.0395071	760.013201	480.0097692	952	938.0167999	932.6857143	1034.024683	400
"TC2N"	130	241.0106963	268	670	434.0156369	385	210.0210395	321	304.0071624	210	259	572	164
"SLC24A4"	1396	999	1293	1283	1060	778	836	1218	1104	1045	1274	1491	979
"SLC25A29"	531.923351	537	757	830.6943638	538	492	385	833.0248256	842	763	844	839	525
"DEGS2"	29	42	53	94	36	29	46	57	51	107	116	104	29
"KLHL33"	6	6	3	2	5	5	3	0	4	3	13	10	4
"LEO1"	822	654	1188	1431	925	852	807	1019	1015	1147	827	1534	538
"C15orf40"	182	127	223	310	224	181	172	171	235	298	230	315	129
"SENP8"	86	71	117	160	66	83	95	106	104	121	104	159	57
"MTFMT"	282	219	387	474.8056524	335.0161695	328	307	337.9720168	395.0057525	385.031378	290	453	181
"OSTbeta"	27	12	44	17	25	9	22	27	77	41	36	41	38
"TARSL2"	2655.866955	1770	4103.603921	3172.740857	2032	2718.219073	2299.005336	3142.906074	3332.785021	2984	2666	3232.42465	1890
"HIGD2BP"	0	0	0	0	0	2	2	2	0	1	1	1	0
"LRRC28"	432.0675574	382	661	789.6667026	521.3781518	471.0115131	439	503.3659686	665.0111933	558	491.0171483	901	388
"C15orf27"	126	150	283	360	184	180	150	177	217	235	260.8551748	318	149
"NIPA1"	2875	1537	3503	5898	2919	4081	2761	3589	3927	4149	2911	4547	1996
"AGBL1"	35	19	34	54	27	26	27	26	49	26	55	38	24
"LOC123688"	45	55	103	66	64	59	40	58	64	67	63	91	46
"WHDC1"	488	397	662	746	485	495	508	572	702	778	610	802	448
"FSD2"	16	28	16	23	32	15	23	24	25	37	37	23	21
"PLA2G4E"	2	4	5	0	0	0	3	2	2	0	1	3	2
"C16orf46"	132	125	177	233	164	122	74	190	166	159	143	233	115
"NTAN1"	302.8750622	326	685.164844	704	375.1294274	446.3048428	358.0992669	564.5662593	495.1604523	529.3064527	377.1367264	638.5019872	308
"C16orf63"	572.1273901	341.0184681	582.7866947	957.2087428	633.4727361	597.9881836	524.0489015	462.1401603	710.043232	766.0991316	583.6577302	871.9448276	323.0416451
"LRRC50"	98	111	140	172	99	82	113	94	126	149	152	154	92
"DCUN1D3"	266	180	311	410	235	261	201	271	292	296	231	425	192
"CMTM3"	97	87	99	77	105	62	57	85	166	148	162	141	115
"SPATA2L"	115	122	122	256	148	68	94	121	151	118	195	226	99
"C16orf55"	57	74	136	115	68	65	80	131	108	93	92	138	90
"NOXO1"	22	47	83	59	35	17	42	75	55	52	61	66	55
"CCDC78"	16	27	39	45	23	18	11	24	41	36	34	28	31
"IQCK"	910.0278516	508	911	1009.491949	664	760	752.904697	1000.396203	1213	1048.012148	1119.167592	1088.503365	745.6810232
"LOC124220"	0	0	1	0	2	0	1	0	3	2	0	0	0
"PAQR4"	657	356	860	1017	507	615	404.968254	709	739	795	917	799.1537701	509
"ZC3H18"	553	584	943	796	490	468	439	859	797	859	868	1015	516
"GPR139"	0	0	0	1	1	0	0	2	1	1	0	0	0
"CDYL2"	851	580	1058	1165	941	565	552	790	695	737	818	1449	664
"ANKS3"	404	494.0069736	651	595	529	389	403	416	520	603	636	733	392
"FAM100A"	78	72	92	116	67	48	44	89	88	92	104	114	61
"12-Sep"	29	3	94	0	11	4	26	19	15	22	13	8	10
"TMEM219"	653	580	1047.206062	1150	838.2633779	708	669.9951807	709	983.5165284	954.3624237	959	1152	536
"EARS2"	763	647	1218	1444	871	739	616	927	885	996	887	1541	576
"SNX20"	8	5	15	2	11	6	16	9	19	12	12	30	17
"TMEM170A"	70	38	109	111	53	68	57	113	95	100	98	122	68
"C17orf95"	120	96	201	188	145	155	155	184	177	224	160	201	99
"HSF5"	12	13	16	20	22	9	14	9	17	27	17	8	3
"MSI2"	1290	1250	1596	1960	1312	1054	1075	1429	1708	1653	1804	1898	1205
"SLC38A10"	675.01266	456	883	768	473	463	425	843	765.0128456	713	764	959	678
"CANT1"	295	232	409	645	342	263	224	426	378	471	402	569	235
"USH1G"	1	0	0	0	1	0	0	0	1	0	2	0	0
"CD300LB"	3	0	3	2	2	3	1	1	4	1	0	5	1
"KIF19"	924	302	1256	230	699	489	578	535	2130	422	385	446	691
"CYB5D1"	415	386	734	803	448	423	435	462	503	522	491	1032	359
"USP43"	358	272	399	655	482	300	303	264	347	415	395	608	277
"KRBA2"	345	216	413	400	253	247	213	297	406	397	333	441	290
"C17orf64"	0	0	2	3	7	0	0	0	4	2	4	2	0
"C17orf46"	0	4	4	0	3	1	4	0	3	0	4	2	0
"HEXIM2"	54	40	119	142	83	50	66	79	91	92	115	120	50
"LSM12"	110	64	93	153	110	77	93.00072313	104	127	147	101	137	66
